hotel_id,hotel_name,addressline1,city,state,longitude,latitude,url,numberrooms,yearopened,yearrenovated,number_of_reviews,rating_average,star_rating,apartment/flat,boat/cruise,capsule hotel,chalet,country house,entire bungalow,entire house,farm stay,guesthouse/bed and breakfast,holiday park/caravan park,homestay,hostel,hotel,inn,lodge,love hotel,motel,resort,resort villa,serviced apartment,tent,villa,url_edited
163,Ramana Saigon Hotel,"323 Le Van Sy Street, District 3  ",Ho Chi Minh City,,106.678101,10.787597,https://www.agoda.com/partners/partnersearch.aspx?hid=163,296.0,1996.0,2015.0,2038,8.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/ramana-saigon-hotel/hotel/ho-chi-minh-city-vn.html
902,Lotte Hotel Saigon,"2A-4A Ton Duc Thang Street, District 1",Ho Chi Minh City,Ho Chi Minh,106.706797,10.778689,https://www.agoda.com/partners/partnersearch.aspx?hid=902,283.0,2001.0,2014.0,6997,9.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/lotte-legend-hotel-saigon/hotel/ho-chi-minh-city-vn.html
3274,PARKROYAL Saigon,"309B-311 Nguyen Van Troi Street, Tan Binh Dist ",Ho Chi Minh City,Ho Chi Minh,106.668122,10.799623,https://www.agoda.com/partners/partnersearch.aspx?hid=3274,182.0,1997.0,2011.0,1004,8.3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/parkroyal-saigon-hotel/hotel/ho-chi-minh-city-vn.html
9195,Renaissance Riverside Hotel Saigon,8-15 Ton Duc Thang Street ,Ho Chi Minh City,Ho Chi Minh,106.706283,10.774478,https://www.agoda.com/partners/partnersearch.aspx?hid=9195,336.0,1999.0,2013.0,719,8.5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/renaissance-riverside-hotel-saigon/hotel/ho-chi-minh-city-vn.html
9698,TTC Hotel Dalat,4 Nguyen Thi Minh Khai Street,Dalat,Lam Dong,108.437042,11.942183,https://www.agoda.com/partners/partnersearch.aspx?hid=9698,78.0,,2016.0,1326,8.2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/ttc-hotel-premium-dalat/hotel/dalat-vn.html
10943,International Hotel,"6 - 8 -10 -12 Hai Ba Trung, Tan An Ward, Ninh Kieu District",Cần Thơ,Can Tho,105.78885,10.034633,https://www.agoda.com/partners/partnersearch.aspx?hid=10943,66.0,2015.0,2022.0,543,7.2,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/international-hotel/hotel/can-tho-vn.html
10944,Saigon Can Tho Hotel,"55 Phan Dinh Phung, Can Tho",Cần Thơ,Can Tho,105.786925,10.032614,https://www.agoda.com/partners/partnersearch.aspx?hid=10944,52.0,1996.0,2014.0,693,7.2,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/saigon-can-tho-hotel/hotel/can-tho-vn.html
10947,Victoria Chau Doc Hotel,1 Le Loi Street,Chau Doc (An Giang),An Giang,105.12422,10.708119,https://www.agoda.com/partners/partnersearch.aspx?hid=10947,92.0,,,648,8.9,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/victoria-chau-doc-hotel/hotel/chau-doc-an-giang-vn.html
10949,Dalat Palace Heritage Hotel,02 Tran Phu Street ,Dalat,Lam Dong,108.440453,11.937287,https://www.agoda.com/partners/partnersearch.aspx?hid=10949,70.0,1922.0,2023.0,1481,8.8,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/dalat-palace-heritage-hotel/hotel/dalat-vn.html
10950,Du Parc Hotel Dalat,15 Tran Phu Street ,Dalat,Lam Dong,108.438934,11.936538,https://www.agoda.com/partners/partnersearch.aspx?hid=10950,140.0,1932.0,2023.0,3830,8.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/du-parc-hotel-dalat/hotel/dalat-vn.html
10951,Bamboo Green Central Hotel,158 Phan Chu Trinh,Da Nang,Da Nang,108.219727,16.063019,https://www.agoda.com/partners/partnersearch.aspx?hid=10951,42.0,1996.0,2014.0,365,7.4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/bamboo-green-central-hotel/hotel/da-nang-vn.html
10955,Avani Hai Phong Harbour View Hotel,12 Tran Phu Street,Haiphong,Hai Phong,106.689359,20.864005,https://www.agoda.com/partners/partnersearch.aspx?hid=10955,122.0,1998.0,,234,8.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/avani-hai-phong-harbour-view/hotel/haiphong-vn.html
10960,Hanoi Daewoo Hotel,"360 Kim Ma Street, Ba Dinh District",Hanoi,Ha Noi,105.812529,21.030398,https://www.agoda.com/partners/partnersearch.aspx?hid=10960,411.0,1996.0,2021.0,4378,8.5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/hanoi-daewoo-hotel/hotel/hanoi-vn.html
10961,Pullman Hanoi Hotel,40 Cat Linh Street (Entrance 61 Giang Vo street),Hanoi,Ha Noi,105.828728,21.02985,https://www.agoda.com/partners/partnersearch.aspx?hid=10961,240.0,1995.0,2012.0,1483,8.2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/pullman-hanoi-hotel/hotel/hanoi-vn.html
10963,Hotel du Parc Hanoi,"84 Tran Nhan Tong Street, Hai Ba Trung District",Hanoi,Ha Noi,105.842328,21.017454,https://www.agoda.com/partners/partnersearch.aspx?hid=10963,256.0,1998.0,2019.0,2598,8.6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/hotel-du-parc-hanoi/hotel/hanoi-vn.html
10964,Sofitel Legend Metropole Hanoi Hotel,"15 Ngo Quyen Street, Hoan Kiem District",Hanoi,Ha Noi,105.855667,21.025621,https://www.agoda.com/partners/partnersearch.aspx?hid=10964,358.0,1901.0,2023.0,1563,9.3,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/sofitel-legend-metropole-hanoi-hotel/hotel/hanoi-vn.html
10965,Melia Hanoi Hotel,"44B Ly Thuong Kiet Street, Hoan Kiem District",Hanoi,Ha Noi,105.848198,21.024511,https://www.agoda.com/partners/partnersearch.aspx?hid=10965,306.0,1999.0,2022.0,2283,8.7,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/melia-hanoi-hotel/hotel/hanoi-vn.html
10966,Pan Pacific Hanoi,"1 Thanh Nien Road, Ba Dinh District",Hanoi,Ha Noi,105.839839,21.04981,https://www.agoda.com/partners/partnersearch.aspx?hid=10966,270.0,1998.0,2016.0,1873,8.6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/pan-pacific-hanoi/hotel/hanoi-vn.html
10967,Sunway Hotel,"19 Pham Dinh Ho Street,CLOSE OLD QUARTER, Hai Ba Trung District",Hanoi,Ha Noi,105.857285,21.016378,https://www.agoda.com/partners/partnersearch.aspx?hid=10967,143.0,1998.0,2017.0,672,8.2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/sunway-hotel/hotel/hanoi-vn.html
10969,Bong Sen Hotel Saigon,"117-119-121-123 Dong Khoi Street, District 1",Ho Chi Minh City,Ho Chi Minh,106.703757,10.775238,https://www.agoda.com/partners/partnersearch.aspx?hid=10969,129.0,,2013.0,3825,7.8,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/bong-sen-hotel-saigon/hotel/ho-chi-minh-city-vn.html
10971,Caravelle Saigon Hotel,"19-23 Lam Son Square, District 1",Ho Chi Minh City,Ho Chi Minh,106.703651,10.776302,https://www.agoda.com/partners/partnersearch.aspx?hid=10971,335.0,1959.0,2019.0,4136,8.9,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/caravelle-saigon-hotel/hotel/ho-chi-minh-city-vn.html
10972,Hotel Continental Saigon,"132-134 Dong Khoi Street, District 1",Ho Chi Minh City,Ho Chi Minh,106.70269,10.776898,https://www.agoda.com/partners/partnersearch.aspx?hid=10972,83.0,1880.0,2011.0,5899,8.4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/hotel-continental-saigon/hotel/ho-chi-minh-city-vn.html
10973,Empress Hotel,"136 Bui Thi Xuan Street, District 1",Ho Chi Minh City,Ho Chi Minh,106.688736,10.771889,https://www.agoda.com/partners/partnersearch.aspx?hid=10973,60.0,1996.0,2014.0,400,7.6,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/empress-hotel/hotel/ho-chi-minh-city-vn.html
10974,Hotel Grand Saigon,8 Đồng Khởi,Ho Chi Minh City,Ho Chi Minh,106.705345,10.774223,https://www.agoda.com/partners/partnersearch.aspx?hid=10974,251.0,1930.0,2012.0,4694,8.7,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/grand-hotel-saigon/hotel/ho-chi-minh-city-vn.html
10975,Equatorial Ho Chi Minh City,"No. 242 Tran Binh Trong Street, Ward 4, District 5 ",Ho Chi Minh City,Ho Chi Minh,106.679303,10.763441,https://www.agoda.com/partners/partnersearch.aspx?hid=10975,333.0,1996.0,2021.0,1700,8.2,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/hotel-equatorial-ho-chi-minh-city/hotel/ho-chi-minh-city-vn.html
10976,Sofitel Saigon Plaza Hotel,"17 Le Duan, District 1",Ho Chi Minh City,Ho Chi Minh,106.702332,10.784155,https://www.agoda.com/partners/partnersearch.aspx?hid=10976,260.0,1999.0,2012.0,1462,8.7,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/sofitel-saigon-plaza-hotel/hotel/ho-chi-minh-city-vn.html
10977,Huong Sen Hotel,66 - 68 - 70 Dong Khoi Street,Ho Chi Minh City,Ho Chi Minh,106.704376,10.775096,https://www.agoda.com/partners/partnersearch.aspx?hid=10977,76.0,1993.0,2012.0,2929,8.4,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/huong-sen-hotel/hotel/ho-chi-minh-city-vn.html
10978,Royal Hotel Saigon,"133 Nguyen Hue Avenue, District 1",Ho Chi Minh City,Ho Chi Minh,106.703259,10.774414,https://www.agoda.com/partners/partnersearch.aspx?hid=10978,127.0,,2023.0,2760,8.2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/royal-hotel-saigon/hotel/ho-chi-minh-city-vn.html
10979,Hotel Majestic Saigon,"1 Dong Khoi Street, District 1",Ho Chi Minh City,Ho Chi Minh,106.705849,10.773193,https://www.agoda.com/partners/partnersearch.aspx?hid=10979,175.0,1925.0,2013.0,7055,8.7,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/hotel-majestic-saigon/hotel/ho-chi-minh-city-vn.html
10981,New World Saigon Hotel,76 Le Lai Street,Ho Chi Minh City,Ho Chi Minh,106.694654,10.771002,https://www.agoda.com/partners/partnersearch.aspx?hid=10981,533.0,1994.0,2020.0,4431,8.6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/new-world-saigon-hotel/hotel/ho-chi-minh-city-vn.html
10983,Eastin Grand Hotel Saigon,"253 Nguyen Van Troi Street, Phu Nhuan District ",Ho Chi Minh City,Ho Chi Minh,106.673288,10.79656,https://www.agoda.com/partners/partnersearch.aspx?hid=10983,268.0,,,4299,8.7,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/eastin-grand-hotel-saigon/hotel/ho-chi-minh-city-vn.html
10984,Oscar Saigon Hotel,"68A Nguyen Hue Ave, District 1 ",Ho Chi Minh City,Ho Chi Minh,106.703255,10.774395,https://www.agoda.com/partners/partnersearch.aspx?hid=10984,107.0,1990.0,2019.0,6507,7.9,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/oscar-saigon-hotel/hotel/ho-chi-minh-city-vn.html
10985,Palace Hotel Saigon,"56-66 Nguyen Hue Street, District 1",Ho Chi Minh City,Ho Chi Minh,106.703478,10.774324,https://www.agoda.com/partners/partnersearch.aspx?hid=10985,144.0,,2014.0,4942,7.9,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/palace-hotel-saigon/hotel/ho-chi-minh-city-vn.html
10987,Liberty Hotel Saigon Parkview,"265 Pham Ngu Lao Street, District 1",Ho Chi Minh City,Ho Chi Minh,106.692291,10.768134,https://www.agoda.com/partners/partnersearch.aspx?hid=10987,89.0,1998.0,2018.0,4592,7.9,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/liberty-hotel-saigon-parkview/hotel/ho-chi-minh-city-vn.html
10989,Rex Hotel Saigon,"141 Nguyen Hue Boulevard, District 1",Ho Chi Minh City,Ho Chi Minh,106.701594,10.775428,https://www.agoda.com/partners/partnersearch.aspx?hid=10989,286.0,1927.0,2013.0,5655,8.6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/rex-hotel-saigon/hotel/ho-chi-minh-city-vn.html
10990,Riverside Hotel Saigon,18-19-20 Đ. Tôn Đức Thắng,Ho Chi Minh City,Ho Chi Minh,106.706252,10.773774,https://www.agoda.com/partners/partnersearch.aspx?hid=10990,61.0,1887.0,1993.0,3913,7.8,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/oyo-129-riverside-hotel/hotel/ho-chi-minh-city-vn.html
10991,Saigon Prince Hotel,"63 Nguyen Hue Boulevard, District 1",Ho Chi Minh City,Ho Chi Minh,106.704241,10.773001,https://www.agoda.com/partners/partnersearch.aspx?hid=10991,191.0,1996.0,2023.0,5081,8.3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/saigon-prince-hotel/hotel/ho-chi-minh-city-vn.html
10992,Saigon Star Hotel,"204 Nguyen Thi Minh Khai Street, District 3 (opposite to Tao Dan Park) ",Ho Chi Minh City,Ho Chi Minh,106.690498,10.774975,https://www.agoda.com/partners/partnersearch.aspx?hid=10992,50.0,1991.0,2016.0,554,7.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/saigon-star-hotel/hotel/ho-chi-minh-city-vn.html
10993,Vien Dong Hotel,"275 A Pham Ngu Lao Street,",Ho Chi Minh City,Ho Chi Minh,106.691613,10.767956,https://www.agoda.com/partners/partnersearch.aspx?hid=10993,100.0,1997.0,2015.0,4552,8.3,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/vien-dong-hotel/hotel/ho-chi-minh-city-vn.html
10995,Hai Yen Hotel,"568 Cua Dai street, Son Phong",Hoi An,Quang Nam,108.343901,15.880715,https://www.agoda.com/partners/partnersearch.aspx?hid=10995,41.0,1997.0,2016.0,103,7.7,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/hai-yen-hotel/hotel/hoi-an-vn.html
10996,Hoi An Beach Resort,01 Cua Dai Road,Hoi An,Quang Nam,108.367332,15.896595,https://www.agoda.com/partners/partnersearch.aspx?hid=10996,121.0,2000.0,2014.0,2282,8.5,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,https://www.agoda.com/vi-vn/hoi-an-beach-resort/hotel/hoi-an-vn.html
10997,Hoi An Historic Hotel,10 Tran Hung Dao Street,Hoi An,Quang Nam,108.330645,15.880294,https://www.agoda.com/partners/partnersearch.aspx?hid=10997,150.0,1990.0,2014.0,3542,8.7,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/hoi-an-historic-hotel/hotel/hoi-an-vn.html
10998,Vinh Hung 2 City Hotel,"121 Ba Trieu Street, Cam Pho Ward",Hoi An,Quang Nam,108.326317,15.880629,https://www.agoda.com/partners/partnersearch.aspx?hid=10998,29.0,2004.0,2015.0,410,8.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/vinh-hung-2-city-hotel/hotel/hoi-an-vn.html
10999,Century Riverside Hotel Hue,49 Le Loi Street,Hue,Thua Thien Hue,107.593848,16.470469,https://www.agoda.com/partners/partnersearch.aspx?hid=10999,120.0,1995.0,2023.0,2620,7.9,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/century-riverside-hue-hotel/hotel/hue-vn.html
11001,Saigon Morin Hotel,30 Le Loi St. ,Hue,Thua Thien Hue,107.590485,16.467067,https://www.agoda.com/partners/partnersearch.aspx?hid=11001,180.0,1901.0,2011.0,1922,8.8,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/saigon-morin-hotel/hotel/hue-vn.html
11005,Nha Trang Lodge Hotel,42 Tran Phu Street ,Nha Trang,Khanh Hoa,109.196205,12.241484,https://www.agoda.com/partners/partnersearch.aspx?hid=11005,125.0,1998.0,2022.0,776,8.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/nha-trang-lodge-hotel/hotel/nha-trang-vn.html
11006,Tran Vien Dong,15 Trần Hưng Đạo,Nha Trang,Khanh Hoa,109.194832,12.242568,https://www.agoda.com/partners/partnersearch.aspx?hid=11006,154.0,2014.0,2021.0,390,7.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/tran-vien-dong/hotel/nha-trang-vn.html
11007,Yasaka Saigon Resort Hotel & Spa,18 Tran Phu Street,Nha Trang,Khanh Hoa,109.196066,12.249085,https://www.agoda.com/partners/partnersearch.aspx?hid=11007,201.0,1999.0,,1643,7.6,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/yasaka-saigon-resort-hotel-spa/hotel/nha-trang-vn.html
11015,Palace Hotel Vung Tau,01 Nguyen Trai street ,Vung Tau,Ba Ria Vung Tau,107.075928,10.342858,https://www.agoda.com/partners/partnersearch.aspx?hid=11015,95.0,1973.0,2014.0,1115,8.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/palace-hotel/hotel/vung-tau-vn.html
11016,Petro House Vung Tau (Block B),"63 Tran Hung Dao st., Ward 1",Vung Tau,Ba Ria Vung Tau,107.075018,10.349212,https://www.agoda.com/partners/partnersearch.aspx?hid=11016,48.0,,,716,7.7,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/petro-house-hotel/hotel/vung-tau-vn.html
11017,Rex Hotel Vung Tau,"1 Le Qui Don St, Ward 1",Vung Tau,Ba Ria Vung Tau,107.07225,10.348209,https://www.agoda.com/partners/partnersearch.aspx?hid=11017,77.0,1998.0,2010.0,1614,7.9,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/rex-hotel-vung-tau/hotel/vung-tau-vn.html
12132,Sheraton Saigon Grand Opera Hotel,88 Dong Khoi ,Ho Chi Minh City,Ho Chi Minh,106.704071,10.775743,https://www.agoda.com/partners/partnersearch.aspx?hid=12132,485.0,2003.0,2019.0,864,8.9,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/sheraton-saigon-hotel-towers_12/hotel/ho-chi-minh-city-vn.html
43382,Seagull Hotel,489 An Duong Vuong street,Quy Nhon (Binh Dinh),Binh Dinh,109.219118,13.756481,https://www.agoda.com/partners/partnersearch.aspx?hid=43382,170.0,2008.0,2011.0,863,8.4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/seagull-hotel/hotel/quy-nhon-binh-dinh-vn.html
43384,TTC Hotel Can Tho,"2 Hai Ba Trung St., Tan An Ward, Ninh Kieu Dist.",Cần Thơ,Can Tho,105.789467,10.035425,https://www.agoda.com/partners/partnersearch.aspx?hid=43384,107.0,2002.0,2015.0,2069,8.7,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/ttc-hotel-can-tho-premium/hotel/can-tho-vn.html
43387,Bamboo Green Riverside Hotel,68 Bach Dang Street,Da Nang,Da Nang,108.224854,16.068738,https://www.agoda.com/partners/partnersearch.aspx?hid=43387,30.0,,,203,6.7,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/bamboo-green-riverside-hotel/hotel/da-nang-vn.html
43397,Fortuna Hotel Hanoi,"6B, Lang Ha Street, Ba Dinh District , Hanoi, Vietnam. ",Hanoi,Ha Noi,105.818793,21.022665,https://www.agoda.com/partners/partnersearch.aspx?hid=43397,345.0,1999.0,2019.0,3265,7.9,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/fortuna-hotel-hanoi/hotel/hanoi-vn.html
43399,Hanoi Hotel,"D8 Giang Vo Street, Ba Dinh District",Hanoi,Ha Noi,105.821667,21.027688,https://www.agoda.com/partners/partnersearch.aspx?hid=43399,218.0,1993.0,,1825,8.3,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/hanoi-hotel/hotel/hanoi-vn.html
43401,Hoa Binh Hotel,27 Ly Thuong Kiet Street ,Hanoi,Ha Noi,105.853935,21.02202,https://www.agoda.com/partners/partnersearch.aspx?hid=43401,103.0,1926.0,2016.0,289,7.9,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/hoa-binh-hotel/hotel/hanoi-vn.html
43402,ATS Hotel,33B Pham Ngu Lao Street,Hanoi,,105.859459,21.021982,https://www.agoda.com/partners/partnersearch.aspx?hid=43402,53.0,,,21,7.4,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/ats-hotel/hotel/hanoi-vn.html
43407,Hong Ngoc Dynastie Boutique hotel & Spa,"30-34 Hang Manh Street, Hoan Kiem District ",Hanoi,Ha Noi,105.848317,21.031655,https://www.agoda.com/partners/partnersearch.aspx?hid=43407,40.0,2006.0,2018.0,279,9.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/hong-ngoc-dynastie/hotel/hanoi-vn.html
43411,Liberty Saigon Green View Hotel,187 Pham Ngu Lao Street (Front of Taka Plaza_Dist 1),Ho Chi Minh City,Ho Chi Minh,106.69339,10.768606,https://www.agoda.com/partners/partnersearch.aspx?hid=43411,66.0,1997.0,2021.0,2650,8.1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/liberty-saigon-green-view-hotel/hotel/ho-chi-minh-city-vn.html
43413,Duy Tan Hotel,"12 Hung Vuong St., Hue City ",Hue,Thua Thien Hue,107.59259,16.465359,https://www.agoda.com/partners/partnersearch.aspx?hid=43413,135.0,1995.0,2004.0,147,7.8,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/duy-tan-hotel/hotel/hue-vn.html
43417,Thuy Anh Hotel,"02 ( OLD 55A ) Truong Han Sieu str, Phuc Thanh Ward",Ninh Bình,Ninh Binh,105.970688,20.257124,https://www.agoda.com/partners/partnersearch.aspx?hid=43417,37.0,,,218,7.8,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/thuy-anh-hotel/hotel/ninh-binh-vn.html
43424,Saigon Tourane Hotel,5 Dong Da Street,Da Nang,Da Nang,108.221207,16.082348,https://www.agoda.com/partners/partnersearch.aspx?hid=43424,82.0,,,82,7.3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/saigon-tourane-hotel/hotel/da-nang-vn.html
43425,Huu Nghi Hotel,60 Điện Biên Phủ,Haiphong,Hai Phong,106.684249,20.861776,https://www.agoda.com/partners/partnersearch.aspx?hid=43425,128.0,1990.0,2014.0,253,7.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/huu-nghi-hotel/hotel/haiphong-vn.html
43427,Saigon Halong Hotel,"Ha Long Road, Bai Chay Ward,",Hạ Long,Quang Ninh,107.038636,20.950919,https://www.agoda.com/partners/partnersearch.aspx?hid=43427,222.0,2002.0,2019.0,724,8.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/saigon-halong-hotel/hotel/halong-vn.html
43428,Thien Thai Hotel & Spa,"45 Nguyen Truong To, Ba Dinh District ",Hanoi,Ha Noi,105.845825,21.042055,https://www.agoda.com/partners/partnersearch.aspx?hid=43428,80.0,1990.0,2021.0,70,8.5,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/babylon-grand-hotel-spa/hotel/hanoi-vn.html
